Vehicle Spy 3 Bus Traffic File
Save Date,5/19/2015
Save Time,1:51:21 pm
Start Date,5/19/2015
Start Time,1:41:25 pm
System Time,90634458
Notes,

Network Description,Hardware,Network,Protocol,Baud Rate
HS CAN,Default,HS CAN,CAN,500000,
MS CAN,Default,MS CAN,CAN,500000,
SW CAN,Default,SW CAN,CAN,33333,
J1850 VPW,Default,J1850 VPW,J1850 VPW,10417,
ISO9141/KW2K,Default,ISO9141/KW2K,KeyWord 2000,10417,
LSFT CAN,Default,LSFT CAN,CAN,125000,
J1850 PWM,Default,J1850 PWM,J1850 PWM,41600,
J1708,Default,J1708,J1708,9600,
neoVI,Default,neoVI,CAN,,
HS CAN2 (neoVI 3G),Default,HS CAN2 (neoVI 3G),CAN,500000,
HS CAN3 (neoVI 3G),Default,HS CAN3 (neoVI 3G),CAN,500000,
LIN2 (neoVI 3G),Default,LIN2 (neoVI 3G),LIN,10417,
LIN3 (neoVI 3G),Default,LIN3 (neoVI 3G),LIN,10417,
LIN4 (neoVI 3G),Default,LIN4 (neoVI 3G),LIN,10417,
CGI (neoVI 3G),Default,CGI (neoVI 3G),CGI,625000,
LIN,Default,LIN,LIN,10417,
ISO9141/KW2K 2,Default,ISO9141/KW2K 2,KeyWord 2000,10417,
ISO9141/KW2K 3,Default,ISO9141/KW2K 3,KeyWord 2000,10417,
ISO9141/KW2K 4,Default,ISO9141/KW2K 4,KeyWord 2000,10417,
SW CAN2 (neoVI 3G),Default,SW CAN2 (neoVI 3G),CAN,33333,
LSFT CAN2 (neoVI 3G),Default,LSFT CAN2 (neoVI 3G),CAN,125000,
UART (neoVI 3G),Default,UART (neoVI 3G),UART,10417,
UART2 (neoVI 3G),Default,UART2 (neoVI 3G),UART,10417,
neoMOST,Default,neoMOST,MOST,1000000,
MOST (VNET A),Default,MOST (VNET A),MOST,1000000,
FlexRay1A (VNET A),Default,FlexRay1A (VNET A),FlexRay,5000000,
FlexRay1B (VNET A),Default,FlexRay1B (VNET A),FlexRay,5000000,
FlexRay2A (VNET A),Default,FlexRay2A (VNET A),FlexRay,5000000,
FlexRay2B (VNET A),Default,FlexRay2B (VNET A),FlexRay,5000000,
HS CAN (VNET A),Default,HS CAN (VNET A),CAN,500000,
MS CAN (VNET A),Default,MS CAN (VNET A),CAN,500000,
SW CAN (VNET A),Default,SW CAN (VNET A),CAN,500000,
J1850 VPW (VNET A),Default,J1850 VPW (VNET A),CAN,500000,
LSFT CAN (VNET A),Default,LSFT CAN (VNET A),CAN,500000,
J1708 (VNET A),Default,J1708 (VNET A),CAN,500000,
neoVI (VNET A),Default,neoVI (VNET A),CAN,500000,
HS CAN2 (VNET A),Default,HS CAN2 (VNET A),CAN,500000,
HS CAN3 (VNET A),Default,HS CAN3 (VNET A),CAN,500000,
LIN (VNET A),Default,LIN (VNET A),LIN,10417,
LIN2 (VNET A),Default,LIN2 (VNET A),LIN,10417,
LIN3 (VNET A),Default,LIN3 (VNET A),LIN,10417,
LIN4 (VNET A),Default,LIN4 (VNET A),LIN,10417,
CGI (VNET A),Default,CGI (VNET A),CGI,625000,
ISO9141/KW2K (VNET A),Default,ISO9141/KW2K (VNET A),CAN,500000,
ISO9141/KW2K 2 (VNET A),Default,ISO9141/KW2K 2 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 3 (VNET A),Default,ISO9141/KW2K 3 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 4 (VNET A),Default,ISO9141/KW2K 4 (VNET A),KeyWord 2000,10417,



Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
238,9.109607338905334,0.05314147472381592,4643306390945792,F,F,J1708 $0A,J1708,,0A,B8,80,46,00,47,00,53,00,59,,,,
239,9.17626816034317,0.06666082143783569,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE ED,,,
241,9.235754042863846,0.05948588252067566,102323368230912,F,F,J1708 $0A,J1708,,0A,A2,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
243,9.296070456504822,0.06031641364097595,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE FC,,,
245,9.355659633874894,0.05958917737007141,280444251930624,F,F,J1708 $0A,J1708,,0A,92,80,64,3B,66,BC,69,5D,6E,95 A4 83 05 A8 1D,,,
247,9.415872782468796,0.06021314859390259,280581690884096,F,F,J1708 $01,J1708,,01,04,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E2,,,
249,9.475357979536056,0.05948519706726074,102323368230912,F,F,J1708 $0A,J1708,,0A,AD,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
251,9.535675883293152,0.06031790375709534,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE FA,,,
253,9.594952255487442,0.05927637219429016,102323368230912,F,F,J1708 $0A,J1708,,0A,98,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
255,9.655477404594422,0.06052514910697937,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F2,,,
257,9.71496257185936,0.05948516726493835,102323368230912,F,F,J1708 $0A,J1708,,0A,9F,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
259,9.775279700756072,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E4,,,
261,9.82218137383461,0.04690167307853699,4504767925846016,F,F,J1708 $0A,J1708,,0A,AA,80,C2,,,,,,,,,,
262,9.895081996917724,0.07290062308311462,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F6,,,
264,9.954567164182662,0.05948516726493835,139706763575296,F,F,J1708 $0A,J1708,,0A,9A,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
266,10.01488429307938,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE 04,,,
268,10.07416149973869,0.05927720665931702,139844202528768,F,F,J1708 $0B,J1708,,0B,8B,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
270,10.13468661904335,0.06052511930465698,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE ED,,,
272,10.19406774640083,0.05938112735748291,139706763575296,F,F,J1708 $0A,J1708,,0A,A3,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
274,10.25448894500732,0.06042119860649109,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE E0,,,
276,10.30763033032417,0.05314138531684875,4643306390945792,F,F,J1708 $0A,J1708,,0A,B1,80,46,00,47,00,53,00,59,,,,
277,10.37439519166946,0.06676486134529114,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F7,,,
279,10.43377637863159,0.05938118696212769,102323368230912,F,F,J1708 $0A,J1708,,0A,9A,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
281,10.49419751763344,0.06042113900184631,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE 02,,,
283,10.55368274450302,0.05948522686958313,280581690884096,F,F,J1708 $0B,J1708,,0B,8D,80,64,3C,66,BC,69,5D,6E,95 A4 89 05 A8 1D,,,
285,10.61389583349228,0.06021308898925781,280581690884096,F,F,J1708 $01,J1708,,01,FD,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E7,,,
287,10.67327699065208,0.0593811571598053,102323368230912,F,F,J1708 $0A,J1708,,0A,A8,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
289,10.73369833827019,0.06042134761810303,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE EC,,,
291,10.79297530651092,0.05927696824073792,102323368230912,F,F,J1708 $0A,J1708,,0A,A4,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
293,10.8535004556179,0.06052514910697937,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F6,,,
295,10.91298568248749,0.05948522686958313,102323368230912,F,F,J1708 $0A,J1708,,0A,9B,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
297,10.97330275177956,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E7,,,
299,11.02020445466042,0.04690170288085938,4504767925846016,F,F,J1708 $0A,J1708,,0A,A7,80,C2,,,,,,,,,,
300,11.09310504794121,0.07290059328079224,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F8,,,
302,11.15259021520615,0.05948516726493835,139706763575296,F,F,J1708 $0A,J1708,,0A,99,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
304,11.21290734410286,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE 06,,,
306,11.27218562364578,0.05927827954292297,139844202528768,F,F,J1708 $0B,J1708,,0B,8A,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
308,11.33270990848541,0.06052428483963013,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE DE,,,
310,11.39219480752945,0.05948489904403687,139706763575296,F,F,J1708 $0A,J1708,,0A,B0,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
312,11.45251208543778,0.0603172779083252,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE DD,,,
314,11.50575745105744,0.05324536561965942,4643306390945792,F,F,J1708 $0A,J1708,,0A,B3,80,46,00,47,00,53,00,59,,,,
315,11.57241827249527,0.06666082143783569,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE 00,,,
317,11.63169544935226,0.05927717685699463,139844202528768,F,F,J1708 $0B,J1708,,0B,91,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
319,11.69211655855179,0.06042110919952393,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EF,,,
321,11.75160175561905,0.05948519706726074,280444251930624,F,F,J1708 $0A,J1708,,0A,A0,80,64,3C,66,BC,69,5D,6E,95 A4 7D 05 A8 1D,,,
323,11.81192111968994,0.06031936407089233,280581690884096,F,F,J1708 $01,J1708,,01,09,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EE,,,
325,11.8714040517807,0.05948293209075928,102323368230912,F,F,J1708 $0A,J1708,,0A,A1,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
327,11.93172118067742,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE FC,,,
329,11.99099835753441,0.05927717685699463,102323368230912,F,F,J1708 $0A,J1708,,0A,96,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
331,12.05152344703674,0.06052508950233459,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F1,,,
333,12.11100870370865,0.05948525667190552,102323368230912,F,F,J1708 $0A,J1708,,0A,A0,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
335,12.17132583260536,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE CF,,,
337,12.21812364459038,0.04679781198501587,4504767925846016,F,F,J1708 $0A,J1708,,0A,BF,80,C2,,,,,,,,,,
338,12.29113018512726,0.07300654053688049,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE ED,,,
340,12.35061347484588,0.05948328971862793,139706763575296,F,F,J1708 $0A,J1708,,0A,A3,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
342,12.41093039512634,0.06031692028045654,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE 07,,,
344,12.47020757198334,0.05927717685699463,139844202528768,F,F,J1708 $0B,J1708,,0B,88,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
346,12.53083670139313,0.06062912940979004,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE E2,,,
348,12.59021785855293,0.0593811571598053,139706763575296,F,F,J1708 $0A,J1708,,0A,AB,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
350,12.65053498744964,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E5,,,
352,12.70367646217346,0.05314147472381592,4643306390945792,F,F,J1708 $0A,J1708,,0A,AB,80,46,00,47,00,53,00,59,,,,
353,12.77033731341362,0.06666085124015808,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F1,,,
355,12.82982248067856,0.05948516726493835,102323368230912,F,F,J1708 $0A,J1708,,0A,A0,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
357,12.89013960957527,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE EC,,,
359,12.94972875714302,0.05958914756774902,280444251930624,F,F,J1708 $0A,J1708,,0A,A2,80,64,3B,66,BB,69,5D,6E,95 A4 7F 05 A8 1D,,,
361,13.01004588603974,0.06031712889671326,280581690884096,F,F,J1708 $01,J1708,,01,09,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EB,,,
363,13.06942710280418,0.05938121676445007,102323368230912,F,F,J1708 $0A,J1708,,0A,A4,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
365,13.1297442317009,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE 02,,,
367,13.18902173638344,0.05927750468254089,139844202528768,F,F,J1708 $0B,J1708,,0B,8D,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
369,13.24954652786255,0.06052479147911072,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F0,,,
371,13.30903163552284,0.05948510766029358,102323368230912,F,F,J1708 $0A,J1708,,0A,9F,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
373,13.36934885382652,0.06031721830368042,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E8,,,
375,13.41625052690506,0.04690167307853699,4504767925846016,F,F,J1708 $0A,J1708,,0A,A8,80,C2,,,,,,,,,,
376,13.48915112018585,0.07290059328079224,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F8,,,
378,13.54863628745079,0.05948516726493835,139706763575296,F,F,J1708 $0A,J1708,,0A,99,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
380,13.6090577840805,0.06042149662971497,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE 02,,,
382,13.66823062300682,0.05917283892631531,139844202528768,F,F,J1708 $0B,J1708,,0B,8D,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
384,13.72875574231148,0.06052511930465698,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE F2,,,
386,13.78813689947128,0.0593811571598053,139706763575296,F,F,J1708 $0A,J1708,,0A,9C,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
388,13.84855803847313,0.06042113900184631,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E4,,,
390,13.89063620567322,0.0420781672000885,4507104388055040,F,F,J1708 $0A,J1708,,0A,AC,88,80,F7,,,,,,,,,
391,13.90253153443336,0.0118953287601471,4503599694741504,F,F,J1708 $80,J1708,,80,81,80,46,00,47,00,53,00,59,,,,
392,13.9683603644371,0.0658288300037384,278382667628544,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F0,,,
394,14.02784553170204,0.05948516726493835,139844202528768,F,F,J1708 $0A,J1708,,0A,A1,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
396,14.08826661109924,0.06042107939720154,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EB,,,
398,14.1477518081665,0.05948519706726074,280581690884096,F,F,J1708 $0A,J1708,,0A,A4,80,64,3B,66,BC,69,5D,6E,95 A4 87 05 A8 1D,,,
400,14.20796495676041,0.06021314859390259,280581690884096,F,F,J1708 $01,J1708,,01,00,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE ED,,,
402,14.26734611392021,0.0593811571598053,139844202528768,F,F,J1708 $0A,J1708,,0A,A3,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
404,14.32776725292206,0.06042113900184631,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE 07,,,
406,14.38714841008186,0.0593811571598053,139844202528768,F,F,J1708 $0B,J1708,,0B,89,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
408,14.44756954908371,0.06042113900184631,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F2,,,
410,14.50705471634865,0.05948516726493835,139844202528768,F,F,J1708 $0A,J1708,,0A,9D,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
412,14.56737270951271,0.0603179931640625,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE DD,,,
414,14.61427599191666,0.04690328240394592,4504905364799488,F,F,J1708 $0A,J1708,,0A,B3,80,C2,,,,,,,,,,
415,14.68727815151214,0.0730021595954895,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE EF,,,
417,14.74655532836914,0.05927717685699463,139706763575296,F,F,J1708 $0A,J1708,,0A,A3,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
419,14.80697643756866,0.06042110919952393,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F8,,,
421,14.86625364422798,0.05927720665931702,139706763575296,F,F,J1708 $0A,J1708,,0A,98,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
423,14.92677888274193,0.06052523851394653,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE EC,,,
425,14.98616030812264,0.05938142538070679,139706763575296,F,F,J1708 $0A,J1708,,0A,A1,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
427,15.04658105969429,0.06042075157165527,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E6,,,
429,15.0997225344181,0.05314147472381592,4643306390945792,F,F,J1708 $0A,J1708,,0A,AA,80,46,00,47,00,53,00,59,,,,
430,15.16648730635643,0.06676477193832397,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F8,,,
432,15.1822399199009,0.01575261354446411,4784181318254592,F,F,J1708 $0A,J1708,,0A,99,88,80,54,80,80,54,8E,80,54,,,
433,15.22586858272552,0.04362866282463074,139844202528768,F,F,J1708 $82,J1708,,82,6C,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
435,15.28618693351746,0.06031835079193115,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E8,,,
437,15.34577485918999,0.05958792567253113,280512971407360,F,F,J1708 $0A,J1708,,0A,A8,80,64,3B,66,BC,69,5D,6E,95 A4 76 05 A8 1D,,,
439,15.40598797798157,0.0602131187915802,280581690884096,F,F,J1708 $01,J1708,,01,11,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E1,,,
441,15.4654731452465,0.05948516726493835,280581690884096,F,F,J1708 $0A,J1708,,0A,AE,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
443,15.52579027414322,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE 01,,,
445,15.5873553454876,0.06156507134437561,280581690884096,F,F,J1708 $0B,J1708,,0B,8E,80,56,00,6C,E7,B9,00,05,BB 00 00 F5 04 B8 AF 20,,,
447,15.64559358358383,0.05823823809623718,280581690884096,F,F,J1708 $00,J1708,,00,DE,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F9,,,
449,15.70507779717445,0.05948421359062195,280581690884096,F,F,J1708 $0A,J1708,,0A,97,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
451,15.76539486646652,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE DC,,,
453,15.81219255924225,0.04679769277572632,4504905364799488,F,F,J1708 $0A,J1708,,0A,B2,80,C2,,,,,,,,,,
454,15.8851971924305,0.07300463318824768,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE EE,,,
456,15.94468235969544,0.05948516726493835,139706763575296,F,F,J1708 $0A,J1708,,0A,A3,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
458,16.00499948859215,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE FB,,,
460,16.06427681446076,0.05927732586860657,139706763575296,F,F,J1708 $0A,J1708,,0A,95,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
462,16.1248017847538,0.06052497029304504,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE EE,,,
464,16.18428695201874,0.05948516726493835,139706763575296,F,F,J1708 $0A,J1708,,0A,A0,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
466,16.24460411071777,0.06031715869903564,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F0,,,
468,16.29774558544159,0.05314147472381592,4643306390945792,F,F,J1708 $0A,J1708,,0A,9F,80,46,00,47,00,53,00,59,,,,
469,16.36440640687942,0.06666082143783569,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F4,,,
471,16.42389151453972,0.05948510766029358,102323368230912,F,F,J1708 $0A,J1708,,0A,9C,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
473,16.4842087328434,0.06031721830368042,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E7,,,
475,16.54379788041115,0.05958914756774902,280444251930624,F,F,J1708 $0A,J1708,,0A,A9,80,64,3B,66,BC,69,5D,6E,95 A4 88 05 A8 1D,,,
477,16.60401099920273,0.0602131187915802,280581690884096,F,F,J1708 $01,J1708,,01,FF,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE EB,,,
479,16.66349616646767,0.05948516726493835,102323368230912,F,F,J1708 $0A,J1708,,0A,A5,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
481,16.72391730546951,0.06042113900184631,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE 07,,,
483,16.78309163451195,0.05917432904243469,139844202528768,F,F,J1708 $0B,J1708,,0B,8A,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
485,16.84361559152603,0.06052395701408386,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE FA,,,
487,16.90299728512764,0.05938169360160828,102323368230912,F,F,J1708 $0A,J1708,,0A,95,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
489,16.96341788768768,0.06042060256004333,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE D7,,,
491,17.01031959056854,0.04690170288085938,4504767925846016,F,F,J1708 $0A,J1708,,0A,B7,80,C2,,,,,,,,,,
492,17.08322021365166,0.07290062308311462,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE F1,,,
494,17.14270541071892,0.05948519706726074,139706763575296,F,F,J1708 $0A,J1708,,0A,A1,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
496,17.20302250981331,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE 00,,,
498,17.2622996866703,0.05927717685699463,139844202528768,F,F,J1708 $0B,J1708,,0B,90,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
500,17.32282480597496,0.06052511930465698,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E8,,,
502,17.38241398334503,0.05958917737007141,139706763575296,F,F,J1708 $0A,J1708,,0A,A6,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
504,17.44262713193894,0.06021314859390259,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F4,,,
506,17.49587255716324,0.0532454252243042,4643306390945792,F,F,J1708 $0A,J1708,,0A,9C,80,46,00,47,00,53,00,59,,,,
507,17.56243109703064,0.06655853986740112,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F4,,,
509,17.6219145655632,0.05948346853256226,102323368230912,F,F,J1708 $0A,J1708,,0A,9C,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
511,17.68223178386688,0.06031721830368042,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE EC,,,
513,17.74182093143463,0.05958914756774902,280444251930624,F,F,J1708 $0A,J1708,,0A,A4,80,64,3B,66,BC,69,5D,6E,95 A4 7E 05 A8 1D,,,
515,17.80203402042389,0.06021308898925781,280581690884096,F,F,J1708 $01,J1708,,01,09,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE DE,,,
517,17.86141520738602,0.05938118696212769,102323368230912,F,F,J1708 $0A,J1708,,0A,B3,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
519,17.92183631658554,0.06042110919952393,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F6,,,
521,17.98121747374534,0.0593811571598053,102323368230912,F,F,J1708 $0A,J1708,,0A,9A,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
